존나꾸짐1세,at:10;1;1|gu:1|es:0|rn:|wa:10;1;0;0;0;0;0;,,9,9,1,1,10,1,1,-1,-1,0,0,5000,,,,,,,,,,,,,,,,,,,
로우플,at:10;1;1|gu:1|es:0|rn:|wa:10;1;0;0;0;0;0;,,10,10,1,1,10,1,1,-1,-1,0,0,5000,,,,,,,,,,,,,,,,,,,
존나꾸짐3세,at:10;1;1|gu:1|es:0|rn:|wa:10;1;0;0;0;0;0;,,11,11,1,1,10,1,1,-1,-1,0,0,5000,,,,,,,,,,,,,,,,,,,
존나꾸짐4세,at:10;1;1|gu:1|es:0|rn:|wa:10;1;0;0;0;0;0;,,12,12,1,1,10,1,1,-1,-1,0,0,5000,,,,,,,,,,,,,,,,,,,
존나꾸짐5세,at:10;1;1|gu:1|es:0|rn:|wa:10;1;0;0;0;0;0;,,13,13,1,1,10,1,1,-1,-1,0,0,5000,,,,,,,,,,,,,,,,,,,
존나꾸짐6세,at:10;1;1|gu:1|es:0|rn:|wa:10;1;0;0;0;0;0;,,14,14,1,1,10,1,1,-1,-1,0,0,5000,,,,,,,,,,,,,,,,,,,
존나꾸짐7세,at:10;1;1|gu:1|es:0|rn:|wa:10;1;0;0;0;0;0;,,15,15,1,1,10,1,1,-1,-1,0,0,5000,,,,,,,,,,,,,,,,,,,
#
GM페트,at:10;1;1|gu:1|es:0|rn:|wa:10;1;0;0;0;0;0;,,30000,30000,1004,1004,10,1,1,-1,-1,0,0,5000,,,,,,,,,,,,,,,,,,,
#
#사냥터 몬스터
#
#최초의동굴 1 ~ 30
빨간돼지,at:10;1;1|gu:1|es:0|rn:|wa:10;1;0;0;0;0;0;,,100,100,10,30,10,1,1,-1,-1,0,0,100517,100518,100519,100520,,,,,,,1,1,1,1,,,,,,
노란돼지,at:10;1;1|gu:1|es:0|rn:|wa:10;1;0;0;0;0;0;,,101,101,10,30,10,1,1,-1,-1,0,0,,,,,,,,,,,40,40,40,,,,,,,
초록돼지,at:10;1;1|gu:1|es:0|rn:|wa:10;1;0;0;0;0;0;,,102,102,10,30,10,1,1,-1,-1,0,0,,,,,,,,,,,40,40,40,,,,,,,
파란돼지,at:10;1;1|gu:1|es:0|rn:|wa:10;1;0;0;0;0;0;,,103,103,10,30,10,1,1,-1,-1,0,0,,,,,,,,,,,40,40,40,,,,,,,
#
지뱀,at:10;1;1|gu:1|es:0|rn:|wa:10;1;0;0;0;0;0;,,1420,1420,1,1,10,1,1,-1,-1,0,1,,,,,,,,,,,,,,,,,,,,
수뱀,at:10;1;1|gu:1|es:0|rn:|wa:10;1;0;0;0;0;0;,,1421,1421,1,1,10,1,1,-1,-1,0,1,,,,,,,,,,,,,,,,,,,,
화뱀,at:10;1;1|gu:1|es:0|rn:|wa:10;1;0;0;0;0;0;,,1422,1422,1,1,10,1,1,-1,-1,0,1,,,,,,,,,,,,,,,,,,,,
풍뱀,at:10;1;1|gu:1|es:0|rn:|wa:10;1;0;0;0;0;0;,,1423,1423,1,1,10,1,1,-1,-1,0,1,,,,,,,,,,,,,,,,,,,,
C지뱀,at:10;1;1|gu:1|es:0|rn:|wa:10;1;0;0;0;0;0;,,2420,2420,1,1,10,1,1,-1,-1,0,1,,,,,,,,,,,,,,,,,,,,
C수뱀,at:10;1;1|gu:1|es:0|rn:|wa:10;1;0;0;0;0;0;,,2421,2421,1,1,10,1,1,-1,-1,0,1,,,,,,,,,,,,,,,,,,,,
C화뱀,at:10;1;1|gu:1|es:0|rn:|wa:10;1;0;0;0;0;0;,,2422,2422,1,1,10,1,1,-1,-1,0,1,,,,,,,,,,,,,,,,,,,,
C풍뱀,at:10;1;1|gu:1|es:0|rn:|wa:10;1;0;0;0;0;0;,,2423,2423,1,1,10,1,1,-1,-1,0,1,,,,,,,,,,,,,,,,,,,,
#
#끈기의정글 30 ~ 50
갈색고릴라,at:10;1;1|gu:1|es:0|rn:|wa:10;1;0;0;0;0;0;,,104,104,30,45,10,1,1,-1,-1,0,0,100517,100518,100519,100520,,,,,,,1,1,1,1,,,,,,
파란식물,at:10;1;1|gu:1|es:0|rn:|wa:10;1;0;0;0;0;0;,,105,105,30,45,10,1,1,-1,-1,0,0,,,,,,,,,,,40,40,40,,,,,,,
빨간고릴라,at:10;1;1|gu:1|es:0|rn:|wa:10;1;0;0;0;0;0;,,106,106,30,45,10,1,1,-1,-1,0,0,,,,,,,,,,,40,40,40,,,,,,,
노란식물,at:10;1;1|gu:1|es:0|rn:|wa:10;1;0;0;0;0;0;,,107,107,30,45,10,1,1,-1,-1,0,0,,,,,,,,,,,40,40,40,,,,,,,
#
#인내의해변 50 ~ 70
초록물고기,at:10;1;1|gu:1|es:0|rn:|wa:10;1;0;0;0;0;0;,,108,108,50,65,10,1,1,-1,-1,0,0,100517,100518,100519,100520,,,,,,,1,1,1,1,,,,,,
파란돌고래,at:10;1;1|gu:1|es:0|rn:|wa:10;1;0;0;0;0;0;,,109,109,50,65,10,1,1,-1,-1,0,0,,,,,,,,,,,40,40,40,,,,,,,
빨간물고기,at:10;1;1|gu:1|es:0|rn:|wa:10;1;0;0;0;0;0;,,110,110,50,65,10,1,1,-1,-1,0,0,,,,,,,,,,,40,40,40,,,,,,,
노란돌고래,at:10;1;1|gu:1|es:0|rn:|wa:10;1;0;0;0;0;0;,,111,111,50,65,10,1,1,-1,-1,0,0,,,,,,,,,,,40,40,40,,,,,,,
#
#중급의동굴 70 ~ 90
초록바보새,at:10;1;1|gu:1|es:0|rn:|wa:10;1;0;0;0;0;0;,,112,112,70,85,10,1,1,-1,-1,0,0,100517,100518,100519,100520,,,,,,,1,1,1,1,,,,,,
